"Date","Price","Open","High","Low","Vol.","Change %"
"04-11-2020","645.40","660.00","674.95","636.00","577.86K","-1.38%"
"03-11-2020","654.40","686.30","694.35","648.30","753.90K","-4.45%"
"02-11-2020","684.85","688.05","704.00","679.90","588.96K","-0.79%"
"30-10-2020","690.30","688.00","703.00","658.30","1.35M","2.40%"
"29-10-2020","674.15","740.50","748.85","646.10","2.74M","-10.00%"
"28-10-2020","749.05","738.95","762.00","736.50","505.48K","1.82%"
"27-10-2020","735.65","748.45","751.15","732.40","457.28K","-1.72%"
"26-10-2020","748.55","746.60","752.45","738.50","335.83K","0.73%"
"23-10-2020","743.10","734.90","746.40","729.35","417.62K","1.92%"
"22-10-2020","729.10","724.65","739.90","706.85","1.01M","-0.09%"
"21-10-2020","729.75","756.60","756.60","721.00","442.63K","-3.06%"
"20-10-2020","752.80","747.70","759.00","741.15","667.62K","0.68%"
"19-10-2020","747.70","749.00","757.00","736.10","836.98K","0.42%"
"16-10-2020","744.55","733.10","750.00","728.55","705.61K","2.07%"
"15-10-2020","729.45","739.60","749.00","725.00","766.62K","-1.72%"
"14-10-2020","742.25","740.00","764.40","730.10","1.47M","0.56%"
"13-10-2020","738.15","718.90","743.00","717.00","1.21M","3.05%"
"12-10-2020","716.30","710.65","724.00","691.00","645.19K","0.94%"
"09-10-2020","709.65","697.00","716.40","695.00","727.86K","2.06%"
"08-10-2020","695.30","724.00","731.75","686.30","846.30K","-4.63%"
"07-10-2020","729.05","727.00","736.40","700.00","812.92K","0.18%"
"06-10-2020","727.75","731.60","741.00","722.10","729.74K","0.32%"
"05-10-2020","725.45","728.80","736.80","716.05","708.82K","0.04%"
"01-10-2020","725.15","724.80","737.00","718.35","883.50K","0.78%"
"30-09-2020","719.55","720.00","754.00","711.05","2.39M","-1.03%"
"29-09-2020","727.05","710.00","755.00","690.20","3.71M","2.77%"
"28-09-2020","707.45","667.45","718.00","661.50","2.05M","6.95%"
"25-09-2020","661.45","650.00","666.90","647.00","784.44K","3.13%"
"24-09-2020","641.35","630.00","661.00","629.90","803.63K","-2.53%"
"23-09-2020","658.00","668.15","684.00","641.25","1.21M","-0.04%"
"22-09-2020","658.25","663.85","687.50","614.00","2.48M","-0.17%"
"21-09-2020","659.35","715.00","719.90","651.50","1.14M","-7.48%"
"18-09-2020","712.65","728.00","745.00","702.10","1.77M","-1.81%"
"17-09-2020","725.75","696.40","731.65","686.00","2.26M","3.55%"
"16-09-2020","700.85","678.65","724.00","676.10","2.90M","2.60%"
"15-09-2020","683.10","680.20","696.00","668.65","1.12M","1.32%"
"14-09-2020","674.20","686.00","702.70","655.25","3.20M","-1.53%"
"11-09-2020","684.65","609.95","692.90","609.10","7.95M","12.59%"
"10-09-2020","608.10","615.80","621.75","605.00","655.86K","-0.25%"
"09-09-2020","609.65","609.90","612.45","596.00","676.94K","-0.26%"
"08-09-2020","611.25","618.80","625.00","606.05","1.48M","-0.50%"
"07-09-2020","614.35","599.50","620.70","586.95","938.89K","2.69%"
"04-09-2020","598.25","600.00","610.45","592.50","514.84K","-1.57%"
"03-09-2020","607.80","615.00","618.45","600.30","624.42K","-0.65%"
"02-09-2020","611.75","594.95","627.00","593.75","1.58M","3.73%"
"01-09-2020","589.75","606.00","610.00","585.00","754.50K","-2.38%"
"31-08-2020","604.15","629.35","630.50","583.25","1.17M","-3.28%"
"28-08-2020","624.65","642.00","645.50","621.00","1.01M","-2.53%"
"27-08-2020","640.85","612.70","653.00","609.00","4.07M","4.89%"
"26-08-2020","610.95","608.00","617.00","596.10","1.24M","0.73%"
"25-08-2020","606.50","604.90","620.00","585.00","1.20M","0.97%"
"24-08-2020","600.70","617.00","620.00","595.60","1.02M","-1.89%"
"21-08-2020","612.30","571.00","634.70","568.20","6.68M","7.79%"
"20-08-2020","568.05","566.00","576.70","566.00","561.76K","-1.40%"
"19-08-2020","576.10","574.30","587.50","570.00","1.26M","1.24%"
"18-08-2020","569.05","556.45","582.90","556.25","1.82M","2.52%"
"17-08-2020","555.05","561.00","564.25","551.30","767.70K","-0.31%"
"14-08-2020","556.80","563.95","579.95","551.10","1.47M","-0.80%"
"13-08-2020","561.30","584.00","592.65","556.00","1.56M","-3.15%"
"12-08-2020","579.55","588.50","607.70","573.95","1.71M","-4.42%"
"11-08-2020","606.35","610.00","627.95","572.50","4.55M","-0.44%"
"10-08-2020","609.05","527.00","616.00","527.00","6.17M","16.28%"
"07-08-2020","523.80","527.45","537.65","514.10","1.94M","-0.29%"
"06-08-2020","525.30","538.00","552.90","520.25","4.35M","-1.65%"
"05-08-2020","534.10","470.25","547.00","463.00","10.21M","13.99%"
"04-08-2020","468.55","460.00","472.00","448.20","1.69M","2.80%"
"03-08-2020","455.80","438.00","464.40","437.00","2.15M","4.49%"
"31-07-2020","436.20","424.00","438.95","421.00","1.27M","3.59%"
"30-07-2020","421.10","430.40","441.00","418.00","1.38M","-2.16%"
"29-07-2020","430.40","414.30","433.00","413.10","1.22M","4.33%"
"28-07-2020","412.55","414.75","417.00","408.10","491.81K","-0.04%"
"27-07-2020","412.70","421.00","421.95","409.15","400.87K","-1.94%"
"24-07-2020","420.85","418.00","429.90","411.40","1.02M","0.81%"
"23-07-2020","417.45","411.50","422.00","410.55","776.59K","1.84%"
"22-07-2020","409.90","411.00","415.00","407.50","568.63K","0.07%"
"21-07-2020","409.60","429.75","430.50","406.90","696.09K","-4.20%"
"20-07-2020","427.55","430.55","431.00","422.00","519.61K","0.19%"
"17-07-2020","426.75","419.00","436.00","418.00","1.38M","2.08%"
"16-07-2020","418.05","423.80","423.80","412.00","297.64K","-0.90%"
"15-07-2020","421.85","413.00","426.50","411.40","623.31K","2.61%"
"14-07-2020","411.10","418.15","418.95","407.70","435.10K","-1.69%"
"13-07-2020","418.15","423.70","424.25","414.15","417.25K","-0.49%"
"10-07-2020","420.20","420.80","424.90","417.20","572.79K","-0.14%"
"09-07-2020","420.80","414.90","432.00","413.00","1.60M","2.25%"
"08-07-2020","411.55","411.00","421.90","407.40","725.60K","0.29%"
"07-07-2020","410.35","413.95","414.50","407.55","324.40K","-0.50%"
"06-07-2020","412.40","415.95","415.95","410.00","349.61K","-0.25%"
"03-07-2020","413.45","416.65","425.25","410.00","482.55K","0.13%"
"02-07-2020","412.90","411.20","416.00","407.20","473.98K","0.83%"
"01-07-2020","409.50","410.20","417.60","404.20","553.25K","-0.02%"
"30-06-2020","409.60","424.35","424.40","407.50","505.41K","-3.00%"
"29-06-2020","422.25","427.70","429.50","415.50","513.75K","-1.03%"
"26-06-2020","426.65","426.10","434.80","421.10","738.19K","0.95%"
"25-06-2020","422.65","423.00","435.00","420.00","760.36K","-0.34%"
"24-06-2020","424.10","445.90","448.90","419.30","1.26M","-4.82%"
"23-06-2020","445.60","462.95","499.00","438.00","3.78M","-3.03%"
"22-06-2020","459.50","417.90","479.00","415.00","4.68M","13.77%"
"19-06-2020","403.90","406.00","408.00","395.05","760.62K","0.17%"
"18-06-2020","403.20","393.20","408.00","391.10","629.44K","2.95%"
"17-06-2020","391.65","396.00","399.10","390.30","329.38K","-0.91%"
"16-06-2020","395.25","404.00","412.60","388.00","698.74K","-1.24%"
"15-06-2020","400.20","396.30","408.00","396.30","522.53K","1.11%"
"12-06-2020","395.80","382.50","397.80","382.50","403.10K","-0.86%"
"11-06-2020","399.25","411.90","412.75","397.00","443.63K","-3.07%"
"10-06-2020","411.90","415.75","416.80","409.35","499.23K","-0.18%"
"09-06-2020","412.65","412.10","422.40","410.05","835.84K","0.18%"
"08-06-2020","411.90","419.90","420.60","409.10","660.15K","-1.12%"
"05-06-2020","416.55","423.40","425.90","415.05","569.78K","-0.75%"
"04-06-2020","419.70","412.60","427.45","410.00","1.70M","2.39%"
"03-06-2020","409.90","412.35","419.60","405.00","1.22M","0.12%"
"02-06-2020","409.40","401.80","420.80","399.00","2.27M","2.41%"
"01-06-2020","399.75","403.00","405.65","397.00","781.66K","0.33%"
"29-05-2020","398.45","397.00","408.50","396.00","787.92K","0.62%"
"28-05-2020","396.00","403.30","408.80","395.00","804.28K","-1.26%"
"27-05-2020","401.05","412.00","412.00","395.10","764.35K","-2.18%"
"26-05-2020","410.00","418.00","421.00","408.00","556.69K","-1.56%"
"22-05-2020","416.50","423.35","428.50","415.00","788.68K","-1.27%"
"21-05-2020","421.85","403.90","443.45","401.15","3.59M","0.17%"
"20-05-2020","421.15","416.50","432.35","414.45","1.63M","1.63%"
"19-05-2020","414.40","405.55","425.80","398.05","982.99K","3.28%"
"18-05-2020","401.25","419.00","419.50","397.10","531.75K","-3.63%"
"15-05-2020","416.35","425.00","429.45","414.00","523.01K","-1.58%"
"14-05-2020","423.05","407.90","431.70","407.35","1.14M","2.35%"
"13-05-2020","413.35","416.00","422.70","408.00","580.26K","0.94%"
"12-05-2020","409.50","418.95","427.00","405.05","795.40K","-1.57%"
"11-05-2020","416.05","430.00","434.90","412.60","683.23K","-1.18%"
"08-05-2020","421.00","435.00","438.15","419.30","736.03K","-1.03%"
"07-05-2020","425.40","410.00","445.00","410.00","2.47M","3.11%"
"06-05-2020","412.55","424.00","426.75","407.00","773.14K","-1.95%"
"05-05-2020","420.75","447.70","454.20","418.00","878.80K","-3.87%"
"04-05-2020","437.70","429.70","469.00","416.40","2.70M","-1.07%"
"30-04-2020","442.45","489.90","506.30","435.00","5.15M","-1.59%"
"29-04-2020","449.60","382.00","449.60","382.00","4.14M","19.99%"
"28-04-2020","374.70","388.70","388.70","372.55","407.79K","-1.95%"
"27-04-2020","382.15","382.00","395.00","378.25","599.45K","1.31%"
"24-04-2020","377.20","344.75","396.90","340.40","2.47M","8.50%"
"23-04-2020","347.65","337.00","356.95","336.15","736.48K","3.98%"
"22-04-2020","334.35","325.90","337.90","324.00","524.36K","2.99%"
"21-04-2020","324.65","338.00","344.00","322.00","1.20M","-4.32%"
"20-04-2020","339.30","347.80","349.40","337.00","471.33K","-1.60%"
"17-04-2020","344.80","352.90","353.90","337.30","414.06K","-0.39%"
"16-04-2020","346.15","337.90","349.70","336.45","545.51K","2.65%"
"15-04-2020","337.20","361.00","363.85","330.55","735.00K","-1.72%"
"13-04-2020","343.10","330.00","363.55","326.30","1.47M","4.48%"
"09-04-2020","328.40","330.00","340.00","324.50","828.90K","1.33%"
"08-04-2020","324.10","320.00","342.60","319.15","636.89K","1.98%"
"07-04-2020","317.80","316.00","326.25","313.00","935.58K","3.53%"
"03-04-2020","306.95","310.05","320.00","303.20","454.18K","-5.97%"
"01-04-2020","326.45","324.90","351.70","318.00","609.56K","1.33%"
"31-03-2020","322.15","323.00","325.00","313.50","145.91K","1.93%"
"30-03-2020","316.05","315.60","319.80","310.00","180.48K","2.53%"
"27-03-2020","308.25","320.00","328.00","299.60","200.32K","-1.92%"
"26-03-2020","314.30","344.00","344.00","310.00","390.64K","-2.04%"
"25-03-2020","320.85","295.00","329.00","284.00","216.29K","6.81%"
"24-03-2020","300.40","288.00","301.45","285.45","234.96K","9.62%"
"23-03-2020","274.05","289.95","296.95","274.05","159.24K","-9.99%"
"20-03-2020","304.45","269.50","304.45","268.00","622.73K","9.99%"
"19-03-2020","276.80","290.50","303.45","273.15","493.29K","-8.78%"
"18-03-2020","303.45","330.00","336.75","300.65","327.89K","-5.85%"
"17-03-2020","322.30","342.50","350.50","317.00","443.05K","-4.74%"
"16-03-2020","338.35","373.00","400.45","334.50","523.81K","-15.53%"
"13-03-2020","400.55","350.00","419.95","331.00","571.48K","-0.27%"
"12-03-2020","401.65","420.00","447.80","371.00","523.49K","-12.88%"
"11-03-2020","461.05","443.90","469.00","443.65","409.00K","3.71%"
"09-03-2020","444.55","446.00","465.45","439.00","308.77K","-3.95%"
"06-03-2020","462.85","457.00","470.00","436.95","461.07K","0.55%"
"05-03-2020","460.30","468.50","475.00","456.30","268.66K","-0.82%"
"04-03-2020","464.10","470.00","484.90","458.00","516.08K","-0.38%"
"03-03-2020","465.85","444.00","474.00","441.05","539.77K","6.36%"
"02-03-2020","438.00","478.00","484.00","429.00","220.99K","-6.84%"
"28-02-2020","470.15","483.10","488.80","463.25","289.52K","-5.16%"
"27-02-2020","495.75","489.00","503.75","478.00","350.69K","0.98%"
"26-02-2020","490.95","495.00","501.00","488.00","175.27K","-2.42%"
"25-02-2020","503.10","493.50","506.80","490.60","360.89K","2.19%"
"24-02-2020","492.30","512.00","512.00","490.00","333.50K","-4.11%"
"20-02-2020","513.40","509.40","524.80","505.00","359.09K","1.61%"
"19-02-2020","505.25","489.70","511.00","489.65","581.46K","3.56%"
"18-02-2020","487.90","504.60","504.60","483.00","483.19K","-3.59%"
"17-02-2020","506.05","532.00","537.95","501.00","544.33K","-4.55%"
"14-02-2020","530.20","532.75","547.65","525.00","601.99K","-0.37%"
"13-02-2020","532.15","526.90","538.90","517.05","674.59K","1.59%"
"12-02-2020","523.80","512.25","538.00","511.55","1.05M","2.71%"
"11-02-2020","510.00","499.05","520.00","497.25","1.09M","2.39%"
"10-02-2020","498.10","498.00","503.90","495.00","356.68K","-0.13%"
"07-02-2020","498.75","492.00","510.00","488.10","1.29M","0.95%"
"06-02-2020","494.05","494.15","504.90","488.20","492.00K","-0.08%"
"05-02-2020","494.45","485.40","505.00","475.25","798.14K","2.42%"
"04-02-2020","482.75","455.60","487.75","454.30","1.08M","6.91%"
"03-02-2020","451.55","440.00","459.70","436.00","478.21K","2.93%"
"01-02-2020","438.70","459.95","466.70","435.65","392.99K","-5.51%"
"31-01-2020","464.30","462.00","473.35","462.00","728.96K","-0.97%"
"30-01-2020","468.85","447.90","484.90","447.90","4.83M","4.91%"
"29-01-2020","446.90","450.20","455.05","441.40","1.03M","-1.12%"
"28-01-2020","451.95","452.00","458.40","434.20","1.49M","0.14%"
"27-01-2020","451.30","415.00","457.00","415.00","3.12M","8.79%"
"24-01-2020","414.85","413.00","423.10","410.00","1.18M","0.67%"
"23-01-2020","412.10","396.35","418.40","396.30","1.98M","3.97%"
"22-01-2020","396.35","395.80","399.60","394.30","485.28K","1.03%"
"21-01-2020","392.30","389.60","396.30","388.60","1.37M","0.72%"
"20-01-2020","389.50","389.00","393.00","386.40","310.47K","0.84%"
"17-01-2020","386.25","389.00","390.00","385.00","179.10K","-0.30%"
"16-01-2020","387.40","390.65","392.00","385.15","205.98K","-0.58%"
"15-01-2020","389.65","394.90","395.50","387.10","189.95K","-0.85%"
"14-01-2020","393.00","390.90","396.00","390.10","190.13K","0.49%"
"13-01-2020","391.10","394.00","395.00","386.00","158.12K","0.12%"
"10-01-2020","390.65","392.00","399.00","387.10","361.08K","-0.37%"
"09-01-2020","392.10","388.00","395.00","385.00","368.72K","2.86%"
"08-01-2020","381.20","372.90","382.00","368.30","160.84K","1.52%"
"07-01-2020","375.50","375.20","382.40","373.15","170.67K","0.44%"
"06-01-2020","373.85","377.50","379.90","367.10","195.25K","-1.37%"
"03-01-2020","379.05","373.90","388.45","373.65","497.55K","0.95%"
"02-01-2020","375.50","361.60","377.70","361.60","384.30K","3.84%"
"01-01-2020","361.60","363.00","363.50","358.20","118.29K","-0.10%"
"31-12-2019","361.95","366.20","368.70","361.00","212.33K","-1.13%"
"30-12-2019","366.10","372.00","374.50","361.65","152.37K","-0.49%"
"27-12-2019","367.90","365.00","368.85","364.85","114.36K","0.89%"
"26-12-2019","364.65","366.50","370.40","361.10","164.61K","-0.94%"
"24-12-2019","368.10","372.00","372.00","364.55","181.35K","-0.69%"
"23-12-2019","370.65","373.85","373.85","370.00","112.13K","-1.24%"
"20-12-2019","375.30","375.00","379.90","369.00","189.44K","-0.16%"
"19-12-2019","375.90","375.00","380.75","375.00","255.57K","0.01%"
"18-12-2019","375.85","375.00","378.85","374.30","199.34K","0.48%"
"17-12-2019","374.05","373.80","376.00","371.80","147.41K","0.66%"
"16-12-2019","371.60","371.50","377.20","368.55","306.44K","0.69%"
"13-12-2019","369.05","365.50","371.50","365.50","216.07K","0.35%"
"12-12-2019","367.75","362.80","369.95","358.00","266.71K","2.25%"
"11-12-2019","359.65","369.00","369.90","354.75","178.31K","-3.12%"
"10-12-2019","371.25","373.70","377.50","369.00","180.95K","-0.50%"
"09-12-2019","373.10","377.20","381.90","370.25","278.98K","-1.31%"
"06-12-2019","378.05","384.00","388.10","376.20","277.22K","-0.49%"
"05-12-2019","379.90","382.60","384.65","377.00","202.88K","-0.20%"
"04-12-2019","380.65","379.00","383.00","375.50","294.65K","0.94%"
"03-12-2019","377.10","381.00","385.50","375.00","180.63K","-2.06%"
"02-12-2019","385.05","385.40","391.00","384.00","131.65K","-0.65%"
"29-11-2019","387.55","386.90","394.00","385.10","238.74K","-0.22%"
"28-11-2019","388.40","391.30","394.70","386.10","235.65K","-0.86%"
"27-11-2019","391.75","394.65","396.50","387.00","232.95K","-0.13%"
"26-11-2019","392.25","405.00","407.50","388.25","253.64K","-3.20%"
"25-11-2019","405.20","400.25","407.55","399.30","237.46K","0.52%"
"22-11-2019","403.10","398.50","414.00","398.05","803.05K","0.62%"
"21-11-2019","400.60","398.05","403.90","395.30","474.63K","0.14%"
"20-11-2019","400.05","380.50","406.10","380.50","732.41K","4.99%"
"19-11-2019","381.05","382.00","384.00","377.10","265.50K","0.29%"
"18-11-2019","379.95","380.70","386.10","374.55","447.53K","1.19%"
"15-11-2019","375.50","388.90","390.00","374.00","330.73K","-2.76%"
"14-11-2019","386.15","392.50","394.10","381.55","190.39K","-1.30%"
"13-11-2019","391.25","385.00","401.90","385.00","286.42K","-2.58%"
"11-11-2019","401.60","399.00","403.65","396.20","215.73K","0.35%"
"08-11-2019","400.20","399.00","410.00","396.00","576.61K","0.29%"
"07-11-2019","399.05","395.90","402.60","388.75","492.60K","1.40%"
"06-11-2019","393.55","399.00","404.50","391.50","433.62K","-1.06%"
"05-11-2019","397.75","401.30","407.40","393.85","498.16K","-1.63%"
"04-11-2019","404.35","402.00","411.20","398.30","1.15M","3.95%"
"01-11-2019","389.00","387.35","396.50","385.10","480.24K","1.05%"
"31-10-2019","384.95","390.80","393.90","377.05","1.16M","-1.50%"
"30-10-2019","390.80","381.45","395.80","375.05","1.60M","2.42%"
"29-10-2019","381.55","372.00","389.45","371.90","2.20M","2.79%"
"27-10-2019","371.20","371.20","371.20","371.20","","-0.48%"
"25-10-2019","373.00","346.40","378.00","343.85","6.32M","8.30%"
"24-10-2019","344.40","345.00","359.45","342.90","2.00M","0.26%"
"23-10-2019","343.50","352.50","354.20","336.20","1.05M","-2.07%"
"22-10-2019","350.75","350.60","358.20","348.25","734.15K","-0.88%"
"18-10-2019","353.85","350.00","355.50","344.60","911.00K","0.00%"
"17-10-2019","353.85","348.15","355.25","344.15","882.96K","0.78%"
"16-10-2019","351.10","354.40","357.95","338.45","1.97M","-1.27%"
"15-10-2019","355.60","333.00","358.80","333.00","1.98M","5.05%"
"14-10-2019","338.50","326.00","340.80","321.30","1.43M","4.35%"
"11-10-2019","324.40","314.00","327.05","309.40","1.49M","2.29%"
"10-10-2019","317.15","311.60","324.00","302.50","1.41M","1.70%"
"09-10-2019","311.85","311.00","317.00","288.00","3.26M","0.78%"
"07-10-2019","309.45","309.00","318.65","306.35","1.08M","0.00%"
"04-10-2019","309.45","313.65","317.00","308.00","977.41K","-0.91%"
"03-10-2019","312.30","307.00","320.10","302.10","1.46M","1.05%"
"01-10-2019","309.05","309.00","311.85","300.45","1.61M","0.44%"
"30-09-2019","307.70","305.00","314.70","299.00","2.25M","1.17%"
"27-09-2019","304.15","329.40","330.70","298.25","5.81M","-7.47%"
"26-09-2019","328.70","332.00","336.75","324.60","1.21M","-0.98%"
"25-09-2019","331.95","348.00","354.00","328.00","2.37M","-4.54%"
"24-09-2019","347.75","357.50","368.50","341.00","1.86M","-2.85%"
"23-09-2019","357.95","364.80","366.00","352.10","665.19K","-0.60%"
"20-09-2019","360.10","362.50","373.50","356.80","1.17M","0.15%"
"19-09-2019","359.55","366.20","368.85","355.15","748.89K","-1.88%"
"18-09-2019","366.45","372.00","372.00","360.55","1.35M","0.08%"
"17-09-2019","366.15","376.00","384.90","364.40","1.38M","-3.71%"
"16-09-2019","380.25","388.85","393.75","378.50","1.15M","-3.02%"
"13-09-2019","392.10","399.85","399.85","385.40","716.42K","-1.10%"
"12-09-2019","396.45","402.80","406.00","393.70","823.94K","-0.53%"
"11-09-2019","398.55","400.00","403.00","393.25","683.47K","-0.06%"
"09-09-2019","398.80","393.00","400.25","390.30","661.75K","1.59%"
"06-09-2019","392.55","384.60","393.95","382.30","615.58K","2.36%"
"05-09-2019","383.50","381.00","389.60","379.50","612.60K","0.99%"
"04-09-2019","379.75","381.00","382.20","369.05","660.17K","0.20%"
"03-09-2019","379.00","379.00","385.20","376.35","573.82K","-0.59%"
"30-08-2019","381.25","373.00","382.00","371.60","779.10K","2.76%"
"29-08-2019","371.00","375.95","380.35","365.65","1.35M","-0.74%"
"28-08-2019","373.75","378.75","385.50","370.25","701.02K","-1.32%"
"27-08-2019","378.75","388.30","391.30","374.45","1.50M","-2.81%"
"26-08-2019","389.70","378.15","394.80","369.65","1.20M","3.56%"
"23-08-2019","376.30","377.15","380.90","366.85","831.61K","-0.23%"
"22-08-2019","377.15","375.90","384.95","370.10","960.53K","-2.23%"
"21-08-2019","385.75","389.85","395.90","384.40","1.20M","-1.41%"
"20-08-2019","391.25","408.40","408.45","387.60","1.34M","-3.63%"
"19-08-2019","406.00","413.50","414.90","402.55","944.12K","-1.68%"
"16-08-2019","412.95","411.90","416.20","400.40","1.14M","0.04%"
"14-08-2019","412.80","417.00","420.45","400.05","1.06M","-1.04%"
"13-08-2019","417.15","420.80","422.75","414.35","946.07K","-1.13%"
"09-08-2019","421.90","423.50","429.50","418.00","1.65M","-0.47%"
"08-08-2019","423.90","419.85","427.00","412.20","1.39M","1.87%"
"07-08-2019","416.10","409.10","418.75","404.60","1.59M","1.20%"
"06-08-2019","411.15","396.50","415.70","389.25","2.06M","2.24%"
"05-08-2019","402.15","391.40","403.80","383.20","1.58M","2.42%"
"02-08-2019","392.65","393.00","398.30","385.75","2.18M","-2.03%"
"01-08-2019","400.80","385.45","405.00","380.70","3.11M","3.98%"
"31-07-2019","385.45","372.00","394.00","365.10","3.00M","3.85%"
"30-07-2019","371.15","365.00","397.95","360.10","12.23M","5.22%"
"29-07-2019","352.75","353.60","361.15","346.45","937.19K","-0.24%"
"26-07-2019","353.60","346.95","355.60","342.85","874.92K","2.75%"
"25-07-2019","344.15","340.95","347.50","339.40","787.47K","0.70%"
"24-07-2019","341.75","345.45","346.25","337.55","1.04M","-0.09%"
"23-07-2019","342.05","351.15","353.95","339.70","946.59K","-2.31%"
"22-07-2019","350.15","350.10","354.50","346.75","869.40K","0.63%"
"19-07-2019","347.95","362.30","366.55","346.70","1.11M","-4.01%"
"18-07-2019","362.50","365.20","370.00","361.15","766.33K","-1.16%"
"17-07-2019","366.75","364.00","375.20","347.10","4.91M","-2.94%"
"16-07-2019","377.85","371.20","379.30","368.95","748.55K","1.78%"
"15-07-2019","371.25","378.70","381.15","366.10","854.82K","-1.26%"
"12-07-2019","376.00","373.95","380.40","372.55","1.13M","0.97%"
"11-07-2019","372.40","376.95","379.75","369.20","763.93K","-0.68%"
"10-07-2019","374.95","378.95","381.50","369.20","817.91K","-1.11%"
"09-07-2019","379.15","368.50","384.00","368.25","1.28M","1.89%"
"08-07-2019","372.10","371.00","380.45","366.15","932.94K","-1.16%"
"05-07-2019","376.45","395.40","396.00","374.50","1.27M","-4.31%"
"04-07-2019","393.40","396.95","399.05","391.00","578.81K","-0.64%"
"03-07-2019","395.95","400.00","402.80","392.05","1.08M","-0.57%"
"02-07-2019","398.20","412.10","413.60","384.80","2.35M","-3.37%"
"01-07-2019","412.10","400.40","413.20","396.10","1.16M","3.31%"
"28-06-2019","398.90","412.90","420.00","392.60","1.45M","-2.79%"
"27-06-2019","410.35","417.50","417.50","404.50","691.18K","-0.91%"
"26-06-2019","414.10","408.70","422.60","407.00","964.78K","0.89%"
"25-06-2019","410.45","405.15","415.00","397.45","870.47K","1.31%"
"24-06-2019","405.15","409.85","412.60","402.90","561.99K","-0.92%"
"21-06-2019","408.90","405.00","414.00","401.75","796.40K","0.50%"
"20-06-2019","406.85","395.90","408.65","388.30","1.16M","2.68%"
"19-06-2019","396.25","415.00","416.50","390.55","1.15M","-3.97%"
"18-06-2019","412.65","412.85","417.40","406.95","961.77K","-0.05%"
"17-06-2019","412.85","429.00","430.00","410.95","836.98K","-3.58%"
"14-06-2019","428.20","431.05","435.45","425.00","644.90K","-1.79%"
"13-06-2019","436.00","429.00","439.00","417.85","865.45K","0.81%"
"12-06-2019","432.50","427.00","434.50","424.50","681.64K","0.38%"
"11-06-2019","430.85","427.00","432.40","422.50","524.98K","0.41%"
"10-06-2019","429.10","415.00","431.55","414.50","1.02M","3.68%"
"07-06-2019","413.85","410.00","419.80","405.35","1.02M","0.50%"
"06-06-2019","411.80","434.40","434.40","408.80","1.11M","-4.96%"
"04-06-2019","433.30","435.80","436.85","424.50","627.92K","-0.38%"
"03-06-2019","434.95","424.00","437.40","418.55","917.42K","2.97%"
"31-05-2019","422.40","432.00","434.00","418.60","598.77K","-1.54%"
"30-05-2019","429.00","430.00","434.70","424.35","546.02K","0.23%"
"29-05-2019","428.00","431.00","435.50","422.25","970.63K","-0.20%"
"28-05-2019","428.85","427.30","431.90","421.25","675.30K","1.18%"
"27-05-2019","423.85","424.00","428.35","417.50","678.57K","0.57%"
"24-05-2019","421.45","416.75","423.60","411.65","603.25K","1.53%"
"23-05-2019","415.10","420.00","426.40","410.55","842.95K","0.21%"
"22-05-2019","414.25","411.00","417.95","403.05","1.13M","0.61%"
"21-05-2019","411.75","426.00","436.95","408.50","1.78M","-2.49%"
"20-05-2019","422.25","424.00","426.95","416.50","658.73K","1.97%"
"17-05-2019","414.10","416.40","423.55","411.00","1.06M","-0.70%"
"16-05-2019","417.00","421.50","423.55","408.65","1.25M","-0.49%"
"15-05-2019","419.05","442.30","446.00","413.90","1.44M","-4.50%"
"14-05-2019","438.80","437.00","444.35","431.00","1.48M","0.76%"
"13-05-2019","435.50","482.00","482.15","429.65","5.10M","-10.10%"
"10-05-2019","484.45","484.45","506.55","478.55","2.94M","0.00%"
"09-05-2019","484.45","486.40","488.95","481.05","681.19K","-0.95%"
"08-05-2019","489.10","485.00","498.70","480.70","2.57M","-0.08%"
"07-05-2019","489.50","459.50","493.90","453.50","4.23M","7.24%"
"06-05-2019","456.45","476.00","487.30","451.65","2.56M","-5.57%"
"03-05-2019","483.35","484.10","486.30","476.05","619.73K","-0.14%"
"02-05-2019","484.05","479.90","487.80","477.00","795.06K","0.93%"
"30-04-2019","479.60","480.60","484.20","466.30","753.96K","0.00%"
"26-04-2019","479.60","479.05","491.30","477.40","1.09M","0.51%"
"25-04-2019","477.15","475.00","484.50","474.00","607.51K","0.51%"
"24-04-2019","474.75","477.85","479.05","465.25","680.60K","-0.21%"
"23-04-2019","475.75","479.65","486.85","474.00","642.75K","-0.41%"
"22-04-2019","477.70","485.00","492.00","472.50","906.54K","-2.04%"
"18-04-2019","487.65","495.80","497.50","482.85","446.54K","-1.51%"
"16-04-2019","495.15","502.50","502.50","492.85","608.11K","-0.71%"
"15-04-2019","498.70","497.95","501.95","490.35","652.06K","0.86%"
"12-04-2019","494.45","498.65","498.65","488.50","805.34K","-0.52%"
"11-04-2019","497.05","496.00","503.00","489.10","1.29M","0.23%"
"10-04-2019","495.90","491.00","508.05","488.10","2.04M","1.22%"
"09-04-2019","489.90","492.00","492.95","482.50","817.19K","-0.43%"
"08-04-2019","492.00","498.00","499.35","489.50","575.37K","-0.58%"
"05-04-2019","494.85","502.00","505.80","490.05","1.45M","-0.25%"
"04-04-2019","496.10","478.00","504.00","471.20","2.06M","4.55%"
